Distance,LG,LL,LLG,LLL,None,Bus,Ia,Ib,Ic,Va,Vb,Vc
10,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
45,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
25,0,1,0,0,0,1,723.39,1917.8,1985.3,36365,31926,29774
35,0,1,0,0,0,3,701.03,319.36,382.01,6149.4,3595.9,2808.3
55,0,0,1,0,0,2,66.563,246.23,244,7691.3,6372.1,6991.1
80,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
70,0,0,0,1,0,3,15.484,15.484,15.484,1273.3,1273.3,1273.3
40,0,0,1,0,0,1,722.64,1509.5,1582.3,36364,32418,31789
35,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
90,0,0,1,0,0,3,693.24,641.07,601.52,6133.6,5841.3,5564.1
25,0,1,0,0,0,1,723.39,2190.1,2085,36365,29425,30208
80,1,0,0,0,0,1,894.02,718.9,737.83,35437,36376,36293
50,1,0,0,0,0,1,876.82,723.57,726.88,35680,36362,36347
25,0,0,1,0,0,3,702.18,109.02,210.39,6204.2,2029.7,1347.6
40,0,0,0,1,0,1,920.42,920.43,920.43,35578,35579,35577
80,1,0,0,0,0,3,295.46,684.42,701.12,3274.4,6002.6,6249.6
10,1,0,0,0,0,3,356.23,697.76,710.07,3661.3,6118.4,6289.6
50,0,1,0,0,0,3,701.03,490.81,243.67,6149.4,4893,2344.5
60,0,0,0,1,0,1,949.7,949.7,949.7,35280,35282,35276
65,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
15,0,0,1,0,0,3,704.88,541.78,507.94,6220.2,5092.5,4830.8
20,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
40,0,0,1,0,0,3,702.04,308.87,116.46,6212.7,3515.5,1901.5
55,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
65,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
30,0,0,1,0,0,2,66.176,117.2,123.02,7736.8,7196.2,7104
55,1,0,0,0,0,2,149.41,66.965,67.505,6869,7686.6,7743.9
50,0,0,0,1,0,1,1029.6,1029.6,1029.6,34963,34963,34963
80,0,1,0,0,0,2,67.55,166.34,140.12,7707,6705.9,7481
35,0,0,1,0,0,2,66.671,103,106.39,7727.9,7339.1,7281.3
45,0,0,0,1,0,1,1575.4,1575.4,1575.4,31833,31834,31828
60,0,1,0,0,0,2,67.551,84.465,88.366,7707.1,7528.3,7501.4
10,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
85,0,1,0,0,0,1,723.38,740.77,745.33,36365,36283,36246
10,0,0,1,0,0,2,58.321,441.52,491.75,7846.4,3910.9,3226.9
85,0,0,1,0,0,2,68.89,90.385,90.139,7696.3,7480.7,7475.7
30,0,1,0,0,0,2,67.552,122.35,135.47,7707,7218.5,7021.4
50,0,0,0,1,0,2,283.23,283.23,283.23,6331.9,6331.8,6331.9
80,0,0,1,0,0,2,67.276,185.66,177.55,7697.6,6909,7373.6
65,1,0,0,0,0,2,95.738,67.322,67.984,7405.6,7703.5,7714.9
25,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
55,1,0,0,0,0,3,520.31,697.67,706.16,4952.1,6144.8,6228
15,1,0,0,0,0,3,652.01,701.2,702.35,5819.8,6156.5,6168
60,1,0,0,0,0,1,1041.8,719.8,734.09,34692,36380,36309
35,0,1,0,0,0,3,701.03,308.04,393.14,6149.4,3509.9,2871.7
55,0,0,1,0,0,1,725.31,1297.1,1256.1,36348,33309,33589
15,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
50,0,0,0,1,0,3,35.532,35.532,35.532,1125.3,1125.3,1125.3
20,0,1,0,0,0,1,723.36,741.59,890.91,36365,36544,35588
10,0,0,1,0,0,3,703.4,610.03,601.44,6190.8,5537.5,5465.3
50,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
70,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
90,0,0,1,0,0,1,732.56,829.77,822.49,36312,35790,35817
55,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
35,1,0,0,0,0,3,219.18,692.09,710.66,2345.7,6033,6334.3
60,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
15,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
80,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
75,0,1,0,0,0,1,723.43,1018.4,905.49,36365,34814,35453
30,1,0,0,0,0,3,605.47,701.16,703.82,5527.6,6165.9,6188.2
80,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
30,0,0,1,0,0,3,704.64,552.96,494.16,6225.1,5213.8,4785.6
65,0,0,1,0,0,1,729.46,1011.3,1048.1,36328,34897,34641
85,0,0,1,0,0,2,68.542,83.641,83.231,7699.2,7546.1,7544.2
75,1,0,0,0,0,3,390.1,688.41,705.26,4001.1,6056.6,6257.7
60,1,0,0,0,0,1,1078.5,717.29,735.67,34466,36393,36300
55,1,0,0,0,0,3,221.97,691.62,706.56,2473.3,6032.8,6301
80,1,0,0,0,0,2,93.667,67.254,68.97,7438.1,7705,7702
35,0,0,1,0,0,3,702.61,661.89,656.24,6179.6,5921.2,5889.4
40,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
10,0,1,0,0,0,3,701.02,279.73,421.81,6149.3,3285.2,3006.7
70,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
25,0,0,0,1,0,1,2214.8,2214.8,2214.8,28805,28805,28804
50,0,0,1,0,0,3,700.27,317.09,113.64,6199.9,3576.4,1903.6
60,0,1,0,0,0,3,701.03,715.61,581.19,6149.4,6392.8,5349.7
10,0,0,0,0,1,3,701.02,701.02,701.02,6149.4,6149.4,6149.4
85,0,0,1,0,0,3,685.98,519.15,384.06,6101.5,5038.5,4038.6
60,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
50,0,1,0,0,0,3,701.03,332.11,369.33,6149.4,3691.2,2727.2
15,0,1,0,0,0,1,723.37,1918.7,2177.5,36364,34181,28752
90,0,1,0,0,0,3,701.03,716.12,562.23,6149.4,6413.4,5219.9
25,0,0,1,0,0,2,64.591,395.84,420.55,7708.7,4883.3,5568.4
45,0,0,0,1,0,2,174.33,174.33,174.33,6591.7,6591.5,6591.7
40,0,1,0,0,0,2,67.55,89.932,98.678,7707.4,7484.9,7390.3
75,0,1,0,0,0,3,701.03,636.15,296.83,6149.4,5960,3245.2
45,1,0,0,0,0,3,338.78,695.65,708.71,3589,6107.4,6286.4
35,1,0,0,0,0,2,105.17,67.104,67.114,7298.5,7705.3,7730.4
45,1,0,0,0,0,2,238.12,68.701,64.695,6668.9,7609.7,7789.4
75,0,1,0,0,0,2,67.55,176.76,150.78,7707,6593.7,7431.3
60,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
85,0,1,0,0,0,3,701.03,712.04,661.57,6149.4,6283.7,5895.2
80,1,0,0,0,0,3,578.89,691.3,706.56,5382.1,6097.3,6222.8
20,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
30,0,1,0,0,0,2,67.552,359.16,330.63,7707,4696.4,7077.2
80,0,0,0,1,0,3,17.715,17.715,17.715,1221.2,1221.2,1221.2
15,1,0,0,0,0,1,927.44,719.11,727.47,35753,36385,36343
85,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
60,0,1,0,0,0,1,723.38,1022.6,1047.5,36365,35053,34625
10,0,0,1,0,0,2,59.078,356.12,397.42,7848.4,4786,4130.3
45,0,1,0,0,0,3,701.03,587.05,275.84,6149.4,5600.9,2985.2
60,0,0,0,1,0,1,1119.9,1119.9,1119.9,34318,34321,34312
90,0,0,0,1,0,3,13.899,13.899,13.899,1272,1272.1,1272.1
70,1,0,0,0,0,2,154.6,65.725,69.714,6965.2,7691.7,7717.6
45,1,0,0,0,0,2,127.78,67.083,67.078,7060.5,7697.4,7740.7
70,0,1,0,0,0,3,701.03,708.09,486.77,6149.4,6409.5,4688.5
15,1,0,0,0,0,2,116.11,66.699,66.719,7187.9,7710.2,7740.7
30,0,0,0,1,0,3,616.01,616.01,616.01,5647.8,5647.8,5647.8
30,0,0,1,0,0,1,724.51,868.39,884.72,36357,35840,35778
85,1,0,0,0,0,3,597.47,689.1,707.22,5512.3,6079.7,6224.9
75,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
35,0,1,0,0,0,1,723.42,989.04,1176.1,36365,35827,34045
60,0,0,0,1,0,1,1198.2,1198.2,1198.2,33844,33846,33836
45,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
70,0,0,0,1,0,1,1058.4,1058.4,1058.4,34572,34570,34573
25,0,0,1,0,0,3,703.88,298.69,132.45,6226.9,3430.5,1998.7
45,0,0,1,0,0,3,702.43,665.63,659.28,6179.2,5953.3,5919.4
85,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
65,0,0,1,0,0,3,701.58,674.62,667.78,6172,6018.7,5982
65,0,0,0,1,0,3,563.35,563.35,563.35,5358.8,5358.8,5358.8
50,1,0,0,0,0,1,1216.4,715.95,734.26,33743,36400,36305
75,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
30,0,1,0,0,0,3,701.03,475.82,269.45,6149.4,4781.4,2540.9
75,1,0,0,0,0,2,163.15,63.465,71.123,7248.5,7703.9,7697.3
40,0,1,0,0,0,2,67.55,303.75,271.67,7707.4,5317.5,7331.3
15,1,0,0,0,0,1,864.54,720.21,726.55,35941,36379,36348
75,0,0,0,1,0,2,163.18,163.18,163.18,6840.1,6840.1,6840.1
70,0,0,0,1,0,1,1093.9,1093.9,1093.9,34382,34380,34383
30,1,0,0,0,0,3,655.36,701.32,702.4,5863.1,6161.9,6167.3
35,0,0,0,1,0,2,359.85,359.85,359.85,5626.9,5626.5,5626.9
40,0,1,0,0,0,1,723.42,804.83,940.59,36365,36258,35287
80,0,1,0,0,0,1,723.34,923.64,870.55,36366,35346,35565
40,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
60,0,0,0,1,0,3,360.35,360.35,360.35,3917.5,3917.5,3917.5
20,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
35,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
45,1,0,0,0,0,3,255.07,693.79,709.18,2903.5,6073.7,6308
55,0,1,0,0,0,2,67.552,223.05,199.62,7707.1,6090.5,7168.7
50,0,0,1,0,0,1,724.12,1394.9,1355.5,36356,32799,33078
10,0,0,1,0,0,3,704.74,537.08,512.86,6216.1,5038.4,4839
85,0,0,1,0,0,3,677.17,158.23,172.91,6017.1,2393.2,1402.1
50,0,1,0,0,0,2,67.551,108.96,115.29,7707,7296.7,7243.2
30,0,0,0,1,0,2,143.85,143.85,143.85,6914.3,6914.2,6914.3
55,0,0,1,0,0,2,66.592,218.85,232.27,7701,6350.7,6553.1
20,0,0,0,1,0,1,904.17,904.17,904.17,35802,35802,35803
35,1,0,0,0,0,2,117.03,67.023,66.938,7172.1,7703.2,7738
90,0,1,0,0,0,3,701.03,710.07,667.27,6149.4,6261.6,5931.5
75,0,0,0,1,0,1,773.11,773.13,773.12,36122,36121,36122
65,0,0,1,0,0,1,726.51,786.24,793.09,36347,36070,36041
70,0,0,1,0,0,2,68.028,125.06,133.01,7706.1,7136.8,7038.3
90,0,1,0,0,0,3,701.03,346.32,355.07,6149.4,3796.4,2630.9
50,0,0,1,0,0,3,699,151.14,183.52,6182.1,2349.8,1393.3
20,0,0,1,0,0,1,723.65,848.75,854.52,36361,35962,35949
10,1,0,0,0,0,2,243.44,65.734,63.742,5856.7,7695.4,7836.4
20,0,1,0,0,0,1,723.36,765.49,949.71,36365,36563,35314
65,0,0,1,0,0,3,695.92,337.84,123.25,6168.7,3728.2,2025.7
30,1,0,0,0,0,2,315.86,71.055,60.963,6033.1,7551.7,7860.6
20,0,1,0,0,0,1,723.36,1100.8,1386.7,36365,36157,33112
75,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
85,0,0,0,1,0,2,140.15,140.15,140.15,7071.2,7071.1,7071.2
70,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,0,0,0,1,0,2,258.68,258.68,258.68,5814.3,5813.9,5814.2
65,0,0,0,1,0,2,232.95,232.95,232.95,6784.9,6784.9,6784.9
25,1,0,0,0,0,3,654.22,701.33,702.37,5849.5,6160.7,6167.4
35,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
20,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
70,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
50,0,0,1,0,0,3,702.85,569.68,494.99,6215.5,5358.1,4824.4
45,0,0,0,1,0,1,1076,1076,1076,34796,34797,34795
60,0,0,0,1,0,1,841.46,841.46,841.46,35824,35825,35821
85,0,0,1,0,0,1,725.78,747.96,748.48,36352,36240,36235
40,0,0,0,1,0,1,1727.1,1727.1,1727.1,31029,31028,31025
35,0,1,0,0,0,2,67.552,166.95,174.2,7707.3,6777.9,6711.4
10,0,0,0,1,0,2,133.42,133.42,133.42,7048,7048,7048
70,1,0,0,0,0,1,805.58,724.83,726.52,35964,36349,36353
50,0,0,0,1,0,2,165.35,165.35,165.35,6688.9,6688.8,6688.9
60,0,1,0,0,0,1,723.38,756.66,806.72,36365,36263,35942
70,0,1,0,0,0,1,723.33,1069.6,956.41,36367,34566,35206
65,1,0,0,0,0,3,668.92,699.83,702.87,5973.4,6153.2,6169
30,0,1,0,0,0,1,723.38,818.28,1000.1,36365,36367,35025
40,0,0,0,1,0,1,1627.7,1627.7,1627.7,31644,31644,31641
15,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,0,0,0,1,0,2,183.58,183.58,183.58,6492.6,6492.2,6492.4
45,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
10,0,0,0,1,0,2,243.45,243.45,243.45,5949.4,5949.4,5949.4
80,0,0,0,1,0,3,429,429,429,4422.8,4422.8,4422.8
40,0,0,0,1,0,3,186.34,186.34,186.34,2619.8,2619.8,2619.8
20,0,0,0,1,0,2,223.08,223.08,223.08,6100.9,6100.9,6100.9
35,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
45,0,0,1,0,0,1,726.72,1023.7,1102.9,36344,35052,34585
15,0,1,0,0,0,1,723.37,765.48,972.05,36364,36640,35235
30,1,0,0,0,0,2,120.73,66.929,66.785,7132.9,7704.1,7741.5
55,0,0,0,1,0,1,1190.6,1190.6,1190.6,33975,33976,33971
90,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
85,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
50,0,0,0,1,0,2,96.785,96.784,96.784,7397.5,7397.4,7397.5
80,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
25,0,0,0,1,0,2,149.06,149.06,149.06,6866.5,6866.5,6866.5
40,0,0,0,1,0,3,339.82,339.82,339.82,3759.2,3759.2,3759.2
65,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
55,1,0,0,0,0,2,198.28,67.004,66.914,6727.5,7651.6,7760.1
90,1,0,0,0,0,3,202.47,678.99,682.23,2393.5,5905.3,6139.1
75,1,0,0,0,0,1,932.01,718.58,737.33,35238,36387,36288
20,1,0,0,0,0,1,2162.1,704.36,727.82,28973,36464,36333
10,0,0,1,0,0,1,722.57,936.9,942.45,36365,35789,35799
10,0,1,0,0,0,1,723.37,3586,3515.8,36364,24388,24164
25,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
75,0,1,0,0,0,2,67.55,153.3,136.82,7707,6809.9,7314.7
65,0,1,0,0,0,2,67.551,221.98,183.95,7707,6244.5,7698.4
20,1,0,0,0,0,2,155.56,66.509,65.933,6768,7702.5,7768.2
35,1,0,0,0,0,1,1161.9,718.95,729.95,34412,36389,36325
35,0,0,1,0,0,1,724.96,853.88,869.99,36355,35873,35798
80,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
55,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
75,0,0,1,0,0,1,730.35,973.87,972.06,36323,35042,35016
65,0,1,0,0,0,2,67.551,99.279,101.35,7707,7377.4,7389.9
75,1,0,0,0,0,1,941.76,714.87,739.31,35183,36406,36275
85,1,0,0,0,0,2,89.222,67.301,69.227,7487.6,7706,7696.9
30,1,0,0,0,0,1,1762,709.79,728.01,30840,36439,36332
55,1,0,0,0,0,1,1142.2,716.68,734.99,34131,36394,36303
55,1,0,0,0,0,1,787.06,724.09,724.97,36084,36359,36357
85,0,1,0,0,0,3,701.03,358.2,343.43,6149.4,3886.4,2566.6
55,0,0,1,0,0,2,67.208,114.41,121.35,7719.2,7227.3,7122.2
30,0,0,0,1,0,2,119.69,119.69,119.69,7164.2,7164.1,7164.2
90,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
20,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
20,0,1,0,0,0,2,67.553,95.226,109.63,7706.9,7460.8,7269.6
60,0,0,1,0,0,3,697.7,329.4,117.62,6181.4,3666.3,1965.6
10,0,1,0,0,0,2,67.554,202.68,223.83,7706.9,6738.1,6114.7
85,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
40,0,0,1,0,0,3,700.65,131.56,200.24,6193.3,2206.7,1415.8
90,1,0,0,0,0,1,829.22,719.45,738.77,35779,36376,36286
65,0,0,0,1,0,3,639.16,639.16,639.16,5837.3,5837.3,5837.3
20,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
30,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
50,0,0,1,0,0,3,702.28,667.67,661.09,6178.1,5969.4,5934.7
90,0,0,1,0,0,3,699.82,688.81,681.12,6152.7,6101.9,6049.6
90,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
50,0,1,0,0,0,1,723.39,905.08,1016.2,36365,35802,34829
60,0,1,0,0,0,1,723.38,745.73,786.64,36365,36299,36047
10,0,0,0,0,1,3,701.02,701.02,701.02,6149.4,6149.4,6149.4
35,1,0,0,0,0,2,138.61,66.943,66.57,6942.2,7697.6,7752.1
10,0,1,0,0,0,3,701.02,680.59,648.99,6149.3,6048.7,5770.4
60,0,0,1,0,0,3,696.29,147.02,189.44,6161.4,2316.9,1430
10,0,0,1,0,0,3,705.92,392.7,322.49,6243.7,4033.6,3447.1
35,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
55,0,0,1,0,0,1,726.2,805.46,815.93,36349,36006,35951
60,0,1,0,0,0,1,723.38,1113.5,1084.2,36365,34508,34470
90,0,0,0,1,0,2,148.62,148.62,148.62,7111.5,7111.4,7111.5
90,1,0,0,0,0,1,747.24,724.32,725.44,36239,36358,36355
85,0,1,0,0,0,1,723.38,889.27,831.72,36365,35505,35769
55,1,0,0,0,0,1,1161.6,714.07,735.43,34019,36408,36299
25,0,0,0,1,0,3,530.24,530.24,530.24,5072.3,5072.3,5072.3
50,1,0,0,0,0,1,795.44,723.84,725.07,36056,36361,36356
10,0,0,0,0,1,3,701.02,701.02,701.02,6149.4,6149.4,6149.4
55,0,0,1,0,0,1,728.23,949.6,1003.9,36336,35323,34994
15,0,0,0,1,0,1,2332.6,2332.6,2332.6,29820,29819,29820
15,0,0,0,1,0,3,353.44,353.44,353.44,3798.9,3798.9,3798.9
65,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
60,1,0,0,0,0,1,930.8,723.38,729.82,35341,36362,36333
35,0,0,1,0,0,3,703.63,623.44,602.59,6202,5681.8,5543.9
30,0,0,1,0,0,1,723.47,1173.1,1290.7,36360,34608,33955
85,0,0,0,1,0,2,160.96,160.96,160.96,6999.7,6999.6,6999.7
25,1,0,0,0,0,1,1896.8,708,729.11,30263,36446,36326
85,0,0,1,0,0,3,700.2,685.8,678.53,6157.2,6086.1,6039.7
10,0,0,1,0,0,2,65.633,116.59,119.17,7747.4,7209.5,7162.3
50,0,0,1,0,0,3,701.39,432.81,254.28,6211.9,4418.1,3058.1
40,1,0,0,0,0,3,607.75,700.79,703.96,5555.9,6165.8,6189.1
55,0,0,1,0,0,2,66.946,145.16,160.61,7718.6,6925.8,6732.3
50,1,0,0,0,0,3,221.73,691.93,707.78,2456,6035.4,6310.1
10,0,0,1,0,0,1,722.93,872.09,872.65,36364,35955,35974
70,1,0,0,0,0,3,659.68,698.81,703.56,5918.5,6148,6176.6
50,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
60,0,0,0,1,0,3,202.79,202.79,202.79,2737.3,2737.3,2737.3
85,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
45,1,0,0,0,0,2,109.71,67.164,67.27,7251,7702.4,7730.3
40,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
85,0,0,0,1,0,2,84.056,84.056,84.056,7539.6,7539.6,7539.6
60,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
60,0,0,1,0,0,1,725.77,777.2,782.15,36352,36122,36099
20,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
75,1,0,0,0,0,2,84.122,67.441,68.152,7531.2,7705.2,7707.4
55,1,0,0,0,0,2,205.47,67.2,66.638,6928.4,7640.8,7756.9
35,0,1,0,0,0,1,723.42,1750.7,1641.1,36365,31356,32119
30,0,1,0,0,0,2,67.552,259.57,256.25,7707,5808,6281.5
65,0,1,0,0,0,3,701.03,703.79,475.86,6149.4,6383.9,4607.4
65,0,0,0,1,0,3,212.47,212.47,212.47,2808.9,2808.9,2808.9
85,1,0,0,0,0,1,859.93,719.18,738.31,35617,36379,36288
75,0,0,1,0,0,1,726.62,769.74,773.31,36348,36144,36114
20,0,0,1,0,0,2,62.477,301.99,348.15,7777.1,5331.3,4759.4
65,0,1,0,0,0,3,701.03,716.27,625.2,6149.4,6355.8,5652.2
75,0,0,1,0,0,3,693.08,482.24,318.27,6152.6,4778.3,3551.9
70,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
75,0,1,0,0,0,1,723.43,814.22,837.26,36365,35966,35748
35,0,0,1,0,0,3,701.27,125.64,203.41,6197.7,2162.3,1402.8
60,0,0,1,0,0,2,66.801,206.01,216.72,7700,6481.8,6686.9
35,0,0,0,1,0,1,1786.6,1786.6,1786.6,30852,30850,30853
45,0,0,1,0,0,3,702.76,653.38,642.41,6187.3,5880.3,5815.8
15,0,0,1,0,0,3,704.96,285.47,153.3,6237.7,3304.9,2136
30,0,1,0,0,0,3,701.03,313.69,387.61,6149.4,3553.2,2842.3
85,1,0,0,0,0,3,681.59,697.75,703.56,6051.5,6134,6173.3
35,1,0,0,0,0,1,1585.9,711.2,730.04,31774,36434,36317
85,0,0,0,1,0,1,810.51,810.51,810.51,35907,35906,35907
90,0,0,1,0,0,2,69.209,86.572,85.488,7692.1,7521.5,7529.7
50,0,1,0,0,0,2,67.551,87.198,93.429,7707,7504.8,7447.1
45,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
10,0,0,0,1,0,3,637.1,637.1,637.1,5727,5727,5727
45,1,0,0,0,0,2,99.713,67.23,67.358,7357.4,7704.4,7724.7
90,1,0,0,0,0,2,117.96,65.19,74.09,7292.6,7723.5,7653.2
85,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
70,0,0,1,0,0,1,725.83,764.35,767.41,36352,36173,36153
35,0,0,0,1,0,3,339.97,339.97,339.97,3756,3756,3756
60,0,1,0,0,0,3,701.03,327.65,373.63,6149.4,3656.8,2747.6
70,0,1,0,0,0,1,723.33,771.76,807.01,36367,36183,35918
10,0,0,0,0,1,3,701.02,701.02,701.02,6149.4,6149.4,6149.4
55,0,0,0,1,0,2,264.96,264.96,264.96,6523,6522.9,6523
90,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
30,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
20,1,0,0,0,0,3,604.77,701.2,703.69,5504.8,6162.1,6187.3
40,0,1,0,0,0,1,723.42,745.76,833,36365,36376,35834
20,0,0,0,1,0,3,59.889,59.889,59.889,990.57,990.57,990.57
75,0,0,1,0,0,3,697.81,605.68,545.82,6175.8,5612.3,5195.7
25,0,0,1,0,0,1,714.83,2016.4,2171.4,36404,30154,28727
90,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
20,0,0,1,0,0,1,714.13,1893.2,2142.5,36406,31519,29607
30,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
65,0,1,0,0,0,2,67.551,88.573,91.373,7707,7485.6,7477
45,0,0,0,1,0,1,834.35,834.34,834.35,35911,35911,35912
75,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
25,0,0,1,0,0,1,724.03,883.95,899.6,36359,35816,35762
10,0,0,1,0,0,2,64.046,161.61,169.59,7777.9,6771.8,6648
30,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
55,0,0,1,0,0,3,702.12,575.17,500.34,6210.4,5399.6,4867.1
15,0,0,1,0,0,1,704.4,2616.3,2872.9,36456,27815,25353
75,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
15,0,1,0,0,0,2,67.553,385.87,384.64,7706.9,4734.3,5445.3
55,0,1,0,0,0,2,67.552,85.829,90.874,7707.1,7516.2,7474.6
80,0,0,1,0,0,3,699.42,661.23,642.57,6166.7,5953,5833.5
45,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
50,1,0,0,0,0,2,157.86,67.044,67.004,6775.1,7683.1,7753.6
90,0,0,1,0,0,2,70.15,100.41,99.109,7683.4,7395.2,7411.7
45,0,1,0,0,0,1,723.35,798.53,913.67,36366,36229,35407
35,0,0,1,0,0,1,725.2,926.02,963.66,36354,35589,35406
20,1,0,0,0,0,1,854.07,720.93,726.21,35940,36375,36349
85,1,0,0,0,0,3,210.84,683.47,690.17,2466.8,5953.4,6190.1
40,0,0,0,1,0,2,297.19,297.19,297.19,5665,5664.6,5665
60,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,1,0,0,0,0,3,661.62,700.78,702.61,5920.7,6160.6,6167.8
40,0,0,1,0,0,1,725.83,1067.6,1160.1,36349,34911,34365
30,1,0,0,0,0,1,1763.3,709.79,727.84,30836,36439,36333
45,0,0,0,1,0,1,1577.4,1577.4,1577.4,31826,31827,31822
50,0,1,0,0,0,1,723.39,1255.3,1243.2,36365,33945,33650
45,0,0,1,0,0,3,699.88,136.42,197.32,6187.8,2242.2,1423.7
90,0,0,1,0,0,3,697.95,674.11,657.26,6150.2,6029.5,5914.1
15,1,0,0,0,0,1,2524.1,698.9,726.74,27310,36499,36334
80,0,1,0,0,0,3,701.03,338.88,362.43,6149.4,3740.4,2674.7
85,1,0,0,0,0,3,440.82,681.34,705.14,4387.4,6006.1,6251.7
75,0,0,1,0,0,3,700.15,655.38,635.32,6174.2,5916.2,5789.2
15,0,1,0,0,0,3,701.02,680.86,628.55,6149.4,6073.5,5631.2
35,0,0,0,1,0,1,1590.3,1590.3,1590.3,32166,32164,32166
50,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
60,1,0,0,0,0,3,221.75,691.16,705.12,2485.2,6028.6,6290.7
10,0,1,0,0,0,3,701.02,266.24,436.55,6149.3,3174.9,3079.1
15,1,0,0,0,0,2,231.53,66.251,63.937,5959.1,7686.3,7827.4
