Distance,LG,LL,LLG,LLL,None,Bus,Ia,Ib,Ic,Va,Vb,Vc
90,0,1,0,0,0,3,701.03,675.82,386.05,6149.4,6222.6,3943.1
25,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
90,0,0,1,0,0,3,665.79,178.92,148.73,5933.4,2544,1369.6
80,0,0,0,1,0,2,151.59,151.59,151.59,6956,6956,6956
45,0,0,1,0,0,3,702.29,427.61,253.04,6218.3,4377.8,3043.1
30,0,1,0,0,0,1,723.38,744.3,860.59,36365,36446,35714
80,1,0,0,0,0,2,136.44,65.087,71.755,7126.2,7710.1,7687.9
75,1,0,0,0,0,3,218.05,688.48,698.28,2472.3,6000.4,6243.9
90,0,0,0,1,0,1,750.57,750.57,750.57,36221,36221,36221
85,0,0,0,1,0,1,902.18,902.19,902.18,35392,35391,35392
90,0,1,0,0,0,2,67.549,79.503,76.438,7707,7580.2,7631.8
35,0,1,0,0,0,3,701.03,697.24,577.04,6149.4,6253.2,5298.9
25,0,0,1,0,0,3,703.75,618.2,601.62,6200,5630.2,5515.9
40,0,1,0,0,0,2,67.55,159.92,165.1,7707.4,6820.4,6812.3
75,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
60,0,0,1,0,0,3,701.85,672.16,665.35,6174.5,6002,5966.1
25,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
35,1,0,0,0,0,3,606.33,701.01,703.89,5540.4,6166.3,6188.7
55,1,0,0,0,0,2,117.46,67.15,67.615,7174.7,7698.9,7729.3
75,0,1,0,0,0,3,701.03,711.85,500.83,6149.4,6428.6,4790.6
55,0,1,0,0,0,1,723.38,1179.2,1157.9,36364,34244,34088
40,0,0,1,0,0,2,66.664,110.35,115.63,7728.4,7265,7180.7
40,1,0,0,0,0,2,113.35,67.101,67.101,7211.6,7702.7,7734.2
45,0,1,0,0,0,1,723.35,746.09,820.26,36366,36355,35887
75,0,0,0,1,0,3,649.35,649.35,649.35,5900.2,5900.2,5900.2
70,1,0,0,0,0,3,219.87,689.62,701.26,2495,6013.8,6263.8
75,0,1,0,0,0,1,723.43,743.45,759.74,36365,36283,36173
30,0,0,1,0,0,2,66.478,105.59,109.1,7731.1,7313.1,7253.4
70,0,1,0,0,0,1,723.33,1006.4,963.86,36367,34977,35080
10,0,0,1,0,0,1,687.72,3819.1,3866.1,36547,20310,19916
50,1,0,0,0,0,1,1008.1,722.07,729.83,35002,36368,36331
20,0,1,0,0,0,1,723.36,832.41,1066.9,36365,36547,34755
90,0,1,0,0,0,1,723.37,753.79,751.75,36365,36216,36204
55,0,0,0,1,0,3,31.934,31.934,31.934,1142.8,1142.8,1142.8
55,0,0,1,0,0,2,66.563,244.95,243.82,7691.9,6361.8,6958.3
65,0,1,0,0,0,1,723.34,1127.8,1014.5,36365,34268,34941
35,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
20,1,0,0,0,0,3,636.9,701.29,702.8,5725.6,6160.6,6174.1
30,0,0,0,1,0,1,2142.9,2142.9,2142.9,28831,28833,28826
40,0,0,0,1,0,1,1468.2,1468.2,1468.2,32690,32691,32688
60,0,0,1,0,0,1,726.46,1210.1,1172.2,36342,33765,34016
30,0,0,1,0,0,3,703.73,620.77,601.88,6201.5,5656.4,5529.4
15,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
15,0,1,0,0,0,3,701.02,275.96,425.37,6149.4,3259.5,3040.1
35,0,0,1,0,0,1,718.8,1815.4,1784,36385,30607,30873
80,1,0,0,0,0,2,156.02,62.121,72.866,7317.4,7723.8,7677.1
45,0,0,1,0,0,2,66.215,160.17,180.34,7729.2,6768.3,6507
75,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
55,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
85,0,1,0,0,0,1,723.38,789.88,789.38,36365,36045,35998
35,1,0,0,0,0,2,284.21,70.192,62.407,6281.6,7574.1,7832.5
50,1,0,0,0,0,3,257.43,693.31,708.42,2928.8,6070.2,6302.3
75,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
20,0,1,0,0,0,3,701.02,647.08,497.67,6149.4,5933.8,4684.1
15,0,0,0,1,0,2,443.14,443.14,443.14,3861.4,3861.4,3861.4
65,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
25,0,0,0,1,0,1,2427.9,2427.9,2427.9,27314,27313,27312
50,0,1,0,0,0,3,701.03,592.59,271.15,6149.4,5643.1,2963.1
65,0,1,0,0,0,1,723.34,745.19,776.91,36365,36289,36093
60,0,1,0,0,0,3,701.03,338.81,362.63,6149.4,3741,2683.3
25,1,0,0,0,0,3,342.47,697.31,709.88,3594.3,6118.7,6292.1
25,0,1,0,0,0,3,701.02,294.63,406.41,6149.4,3407.5,2947.9
90,1,0,0,0,0,2,97.368,66.88,71.075,7425.9,7710.1,7678.8
25,0,1,0,0,0,2,67.553,181.33,193.39,7707,6718.5,6488.4
55,0,1,0,0,0,1,723.38,758.27,820.83,36364,36281,35870
70,0,1,0,0,0,2,67.55,211.84,172.3,7707,6370.9,7768
55,0,0,1,0,0,1,727.73,1120.6,1184.2,36337,34398,33933
10,0,1,0,0,0,2,67.554,541.13,530.55,7706.9,3073.4,5629.2
10,0,0,0,0,1,3,701.02,701.02,701.02,6149.4,6149.4,6149.4
75,0,0,1,0,0,1,725.91,758.54,760.73,36352,36198,36178
15,1,0,0,0,0,2,339.39,67.884,60.207,4842.6,7622.8,7915.9
80,0,1,0,0,0,2,67.55,90.298,88.398,7707,7465.1,7522.2
30,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
30,0,1,0,0,0,1,723.38,1470.3,1613.6,36365,34030,31627
75,0,0,1,0,0,2,66.96,195.3,188.01,7697,6821.9,7314.4
85,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
85,0,1,0,0,0,2,67.549,77.887,76.579,7707,7595.9,7625.2
80,1,0,0,0,0,3,411.87,685.49,704.92,4168,6035.8,6253
25,0,0,0,1,0,2,438.17,438.17,438.17,4895.8,4895.8,4895.8
75,0,0,0,1,0,2,207.44,207.44,207.44,6984.7,6984.6,6984.7
85,0,0,0,1,0,3,675.62,675.62,675.62,6039.7,6039.7,6039.7
80,0,1,0,0,0,2,67.55,79.156,78.836,7707,7581.8,7601.7
70,0,0,0,1,0,2,174.98,174.98,174.98,6721.5,6721.4,6721.5
75,1,0,0,0,0,1,842.79,724.45,729.6,35753,36358,36331
50,0,0,0,1,0,1,1448.1,1448.1,1448.1,32507,32505,32506
80,0,0,0,1,0,3,680.25,680.25,680.25,6063.3,6063.3,6063.3
75,1,0,0,0,0,2,89.123,67.377,68.344,7479.5,7704.6,7707.4
55,0,1,0,0,0,2,67.552,92.504,97.834,7707.1,7451,7408.5
30,1,0,0,0,0,2,107.91,67.024,67.001,7269.2,7706.1,7733
80,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
65,0,0,0,1,0,1,1166.1,1166.1,1166.1,34004,34007,33994
70,0,0,1,0,0,3,695.53,468.26,295.88,6170.1,4678.2,3383.4
45,1,0,0,0,0,3,609.86,700.48,704.02,5575.2,6164.4,6189.4
70,0,0,1,0,0,1,728.09,1073.8,1033.4,36334,34484,34730
35,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
40,0,0,1,0,0,1,724.03,1350.8,1471.4,36357,33410,32489
70,0,0,0,1,0,2,93.151,93.151,93.151,7439,7438.9,7439
25,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
70,0,1,0,0,0,2,67.55,86.657,88.248,7707,7503.9,7509.8
65,0,0,1,0,0,2,67.648,131.52,141.99,7710.2,7069.1,6939.8
40,1,0,0,0,0,2,176.22,67.128,66.017,6567.2,7677.7,7774
55,0,1,0,0,0,1,723.38,1267.9,1160.4,36364,33609,34248
65,0,1,0,0,0,2,67.551,172.98,157.76,7707,6601.9,7169.8
65,0,1,0,0,0,3,701.03,330.48,370.81,6149.4,3677.8,2728.9
65,0,0,1,0,0,3,694.42,149.69,186.85,6147.4,2335.3,1428.2
70,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
10,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
30,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
15,0,0,0,1,0,1,3337.6,3337.6,3337.6,22498,22498,22499
15,1,0,0,0,0,1,2750.4,701.3,717.57,25603,36494,36381
10,0,0,0,1,0,2,164.59,164.59,164.59,6744.6,6744.6,6744.6
85,0,0,0,1,0,3,682.62,682.62,682.62,6073.5,6073.5,6073.5
85,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
85,0,1,0,0,0,2,67.549,103.96,96.443,7707,7323,7488.1
30,0,0,1,0,0,1,716.01,2023.7,1996.8,36398,29515,29783
20,0,0,0,1,0,1,2097.8,2097.8,2097.8,30370,30368,30371
25,0,1,0,0,0,2,67.553,104.51,118.76,7707,7379.4,7179.6
70,0,1,0,0,0,2,67.55,120.97,117.25,7707,7149.2,7294.2
50,0,0,1,0,0,2,66.592,152.46,170.32,7723.5,6849.1,6622
45,1,0,0,0,0,1,1304,715.05,733.45,33286,36401,36313
15,0,1,0,0,0,3,701.02,547.77,364.76,6149.4,5276.5,3565.6
60,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
60,0,0,1,0,0,2,67.294,138.2,151.18,7714.3,6998.9,6838
35,0,0,1,0,0,1,724.72,817.77,825.88,36357,36011,35973
10,0,1,0,0,0,2,67.554,327.83,340.89,7706.9,5673.9,5186.2
25,0,0,0,1,0,2,109.42,109.42,109.42,7271.6,7271.6,7271.6
35,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
15,0,0,1,0,0,2,65.357,128.36,133.41,7752.6,7091,7009.4
15,0,0,0,1,0,3,639.23,639.23,639.23,5755.7,5755.6,5755.6
45,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
85,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
65,0,0,0,1,0,1,1123.9,1123.9,1123.9,34231,34234,34222
85,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
45,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
10,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
60,1,0,0,0,0,1,799.19,724.4,725.5,36018,36358,36356
65,0,0,1,0,0,2,67.746,106.06,110.49,7711.4,7314.8,7244.3
35,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
10,0,1,0,0,0,3,701.02,533.34,390.78,6149.3,5155.6,3729.2
60,1,0,0,0,0,3,222.27,691.14,705.01,2471.1,6027,6290.3
55,0,0,0,1,0,1,787.55,787.54,787.55,36085,36085,36084
30,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
20,0,0,1,0,0,2,63.527,439.99,472.89,7725.1,4416.9,5044.9
65,0,0,1,0,0,1,725.83,770.56,774.57,36351,36143,36130
45,0,0,1,0,0,2,66.298,281.82,285.17,7691,6032.3,6701.5
25,0,1,0,0,0,2,67.553,390.4,365.81,7707,4337.7,6804.4
75,0,1,0,0,0,2,67.55,115.07,110.15,7707,7207.7,7360.6
75,0,0,0,1,0,3,14.755,14.755,14.755,1296.3,1296.3,1296.3
30,1,0,0,0,0,1,974.68,720.6,727.64,35399,36377,36342
30,0,0,0,1,0,2,394.33,394.33,394.33,5284.7,5284.5,5284.6
15,0,1,0,0,0,1,723.37,2960.5,2864.6,36364,26297,26998
60,0,0,1,0,0,1,726.4,795.48,804.14,36348,36038,35996
20,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,0,0,0,1,0,3,44.324,44.324,44.324,1081.1,1081.1,1081.1
80,1,0,0,0,0,3,215.14,686.47,695,2483.8,5982.7,6221.8
65,0,1,0,0,0,3,701.03,510.77,229.22,6149.4,5042.2,2306.3
40,0,0,0,1,0,2,330.44,330.44,330.44,5906.3,5906,5906.3
30,1,0,0,0,0,2,144.2,66.834,66.336,6882.5,7698.5,7757.6
45,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
20,0,1,0,0,0,3,701.02,678.08,589.48,6149.4,6092,5360.1
45,0,1,0,0,0,2,67.553,96.516,104.57,7707.1,7420.4,7336
75,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
65,0,0,1,0,0,3,697.47,456.65,279.04,6184,4594.2,3255.2
40,0,0,0,1,0,3,534.9,534.9,534.9,5140.3,5140.3,5140.3
80,1,0,0,0,0,1,902.6,714.77,740.4,35389,36398,36278
85,0,0,1,0,0,3,698.68,667.5,650.01,6158.6,5991.1,5876.1
55,0,0,0,1,0,3,351.58,351.58,351.58,3851.8,3851.8,3851.8
20,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
70,1,0,0,0,0,2,165.54,65.132,69.865,7008.2,7688.6,7716.7
15,0,1,0,0,0,2,67.553,483.27,466.38,7706.9,3419.2,6178.5
40,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
85,0,0,1,0,0,1,726.47,755.49,756.36,36348,36202,36193
75,0,1,0,0,0,2,67.55,201.76,161.62,7707,6481.5,7801.7
80,0,0,0,1,0,2,196.49,196.49,196.49,7067.8,7067.8,7067.8
35,1,0,0,0,0,3,250.95,694.46,710.47,2858.1,6078.3,6317.7
20,0,0,0,1,0,1,849.33,849.33,849.33,35970,35969,35970
90,1,0,0,0,0,3,664.81,693.23,705.97,5952.7,6103.9,6197.6
10,0,0,1,0,0,2,61.784,233.22,253.02,7815.9,6059.9,5756.7
80,0,0,1,0,0,3,700.58,682.84,675.81,6161.5,6069.6,6027.2
25,0,0,0,1,0,2,375,375,375,4734.3,4734.3,4734.3
80,0,1,0,0,0,1,723.34,970.78,862.19,36366,35055,35654
55,0,0,1,0,0,3,702.09,669.84,663.12,6176.6,5985.6,5950.2
25,0,1,0,0,0,1,723.39,765.12,928.24,36365,36495,35399
35,0,1,0,0,0,1,723.42,1744.1,1642.7,36365,31423,32069
15,0,0,0,1,0,2,541.25,541.25,541.25,3631.4,3631.4,3631.4
75,1,0,0,0,0,2,118.77,66.665,69.563,7198.3,7702.1,7706.4
45,0,0,0,1,0,1,1494.3,1494.3,1494.3,32319,32320,32315
50,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
80,1,0,0,0,0,2,81.672,67.466,68.284,7558.9,7705.5,7704.6
40,0,1,0,0,0,1,723.42,958.12,1117.6,36365,35794,34330
60,0,0,0,1,0,1,1246.4,1246.4,1246.4,33576,33578,33568
50,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
75,1,0,0,0,0,3,664.13,698.18,703.74,5947.5,6142.4,6177.5
15,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
45,0,1,0,0,0,3,701.03,708.75,616.59,6149.4,6305.3,5584.2
70,1,0,0,0,0,1,947.42,720.94,734.58,35175,36363,36313
35,0,0,0,1,0,1,1183.1,1183.1,1183.1,34462,34462,34462
55,0,1,0,0,0,3,701.03,713.09,577.6,6149.4,6376.3,5322.1
55,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
50,0,0,1,0,0,1,726.75,863.6,889.95,36346,35763,35623
90,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
70,1,0,0,0,0,2,102.87,67.2,68.435,7336.3,7702.5,7712.7
80,1,0,0,0,0,3,668.85,697.47,703.96,5977.1,6135.8,6178.8
50,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
90,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
25,0,1,0,0,0,1,723.39,1594.8,1770.1,36365,33945,30804
80,0,1,0,0,0,2,67.55,192.62,151.97,7707,6581.1,7830.7
20,1,0,0,0,0,3,206.21,691.18,713.44,2078,6017.9,6364.1
85,0,1,0,0,0,1,723.38,849.88,822.17,36365,35728,35814
80,1,0,0,0,0,3,214.96,686.7,694.61,2459.5,5982.3,6219.4
40,0,0,1,0,0,3,702.54,663.71,657.67,6179.6,5937.3,5904.4
10,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
45,1,0,0,0,0,3,643.62,700.86,703.05,5801.3,6163.6,6174.7
80,0,0,0,1,0,2,173.25,173.25,173.25,6891.4,6891.3,6891.4
70,1,0,0,0,0,3,671.85,699.4,703,5992.8,6149.5,6169.6
40,0,0,1,0,0,2,66.072,303.76,310.91,7692.4,5818,6508.1
20,0,0,1,0,0,2,65.641,124.52,130.09,7747,7126,7037.1
20,0,1,0,0,0,2,67.553,430.36,409.61,7706.9,3918.6,6508.2
85,0,0,1,0,0,2,69.671,133.77,135.5,7686.9,7112,7153.4
40,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
45,0,1,0,0,0,3,701.03,683.76,461.04,6149.4,6240.4,4478.8
80,0,0,0,1,0,3,596.45,596.45,596.45,5579.2,5579.2,5579.2
80,0,0,1,0,0,2,68.587,94.227,95.002,7700.3,7439.8,7419.9
30,1,0,0,0,0,3,214.62,692.09,711.54,2297.9,6032.7,6342.1
30,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
70,0,1,0,0,0,3,701.03,718.83,592.68,6149.4,6407.4,5432.5
75,1,0,0,0,0,2,156.5,64.459,71.078,7078.9,7701.8,7700.7
35,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
60,1,0,0,0,0,1,1094.5,714.39,736.47,34375,36409,36294
30,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
10,1,0,0,0,0,2,448.76,69.276,56.322,3755.1,7574.5,8009.1
45,0,1,0,0,0,2,67.553,153.03,156.36,7707.1,6868.6,6906.2
55,0,0,0,1,0,2,102.78,102.78,102.78,7335.1,7335,7335.1
40,0,0,1,0,0,2,66.339,128.07,138.12,7733.5,7086.2,6937.1
65,0,1,0,0,0,1,723.34,1124.8,1016.3,36365,34290,34923
20,0,0,1,0,0,1,707.36,2626.9,2630.3,36444,26420,26454
25,0,1,0,0,0,1,723.39,743.12,875.43,36365,36492,35650
55,0,1,0,0,0,1,723.38,882.57,972.54,36364,35824,35049
40,0,1,0,0,0,2,67.55,98.532,108.03,7707.4,7407.2,7298.3
40,1,0,0,0,0,2,259.52,69.491,63.599,6516.1,7591.5,7808.7
50,0,0,0,1,0,1,1270.9,1270.9,1270.9,33591,33591,33591
90,0,0,1,0,0,2,71.021,124.9,123.29,7674.9,7201.8,7269.4
80,0,0,0,1,0,1,765.13,765.12,765.13,36156,36156,36155
50,0,1,0,0,0,1,723.39,1130.9,1185.6,36365,34715,33891
65,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
15,0,0,0,1,0,3,201.56,201.56,201.56,2699,2699,2699
45,0,0,0,1,0,1,1362.7,1362.7,1362.7,33165,33166,33162
80,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
60,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
70,0,0,1,0,0,3,693.67,348.36,132.46,6152.5,3805.4,2112.5
70,0,1,0,0,0,1,723.33,753.11,781.67,36367,36259,36055
30,0,0,1,0,0,3,701.87,129.64,194.24,6202.7,2191,1340.9
65,0,0,0,1,0,1,1057.5,1057.5,1057.5,34627,34630,34619
30,0,0,1,0,0,1,724.52,950.95,990.57,36356,35530,35358
20,0,1,0,0,0,2,67.553,357.48,351.3,7706.9,4849,5848.3
20,0,0,1,0,0,1,710.47,2276.1,2475.6,36426,29094,27207
10,0,0,0,1,0,1,1081.3,1081.3,1081.3,35450,35450,35450
40,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,0,0,0,1,0,3,649.28,649.28,649.28,5869.6,5869.6,5869.6
10,1,0,0,0,0,1,1552.6,707.85,733.57,33833,36446,36302
35,0,1,0,0,0,2,67.552,330.14,299.19,7707.3,5028.7,7242.8
90,0,0,0,1,0,1,878.33,878.34,878.34,35523,35522,35522
85,0,1,0,0,0,1,723.38,932.56,820.57,36365,35244,35863
80,1,0,0,0,0,1,761.73,724.66,725.35,36172,36354,36358
35,1,0,0,0,0,1,947.73,721.53,727.38,35461,36375,36341
80,0,0,0,1,0,3,654.88,654.88,654.88,5931.5,5931.5,5931.5
70,0,1,0,0,0,2,67.55,96.188,96.926,7707,7406.3,7435.4
25,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
25,0,0,1,0,0,3,702.63,658.44,653.77,6178.1,5887.7,5858.6
40,0,1,0,0,0,2,67.55,268.8,250.02,7707.4,5601.6,6815.9
40,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
90,1,0,0,0,0,3,684.91,697.07,703.84,6069.1,6127.3,6175.3
35,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
90,0,1,0,0,0,2,67.549,84.915,80.28,7707,7523.5,7604.1
75,0,0,1,0,0,1,728.98,1017.6,976.33,36329,34785,35022
60,0,1,0,0,0,3,701.03,715.18,621.7,6149.4,6350.8,5626.9
90,0,0,1,0,0,1,726.33,749.06,748.79,36349,36230,36229
70,0,0,0,1,0,2,131.91,131.91,131.91,7053,7052.9,7053
90,1,0,0,0,0,1,741.74,724.17,724.91,36268,36359,36357
65,0,1,0,0,0,1,723.34,844.5,897.62,36365,35884,35438
45,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
30,0,0,1,0,0,2,65.285,359.62,377.27,7699.7,5257.6,5962.8
20,0,0,0,1,0,3,196.24,196.24,196.24,2677.9,2677.9,2677.9
65,0,1,0,0,0,1,723.34,978.55,990.68,36365,35209,34925
55,0,0,0,1,0,1,859,859,859,35761,35762,35760
25,1,0,0,0,0,2,354.39,71.876,59.264,5680.7,7528.6,7896.4
10,0,0,0,1,0,2,617.54,617.54,617.54,2761.1,2761.1,2761.1
25,1,0,0,0,0,2,352.97,71.755,59.319,5653.4,7531.3,7896.5
70,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
60,0,0,0,1,0,2,225.92,225.92,225.92,6411.4,6411.3,6411.4
50,0,0,1,0,0,2,66.364,203.74,226.56,7712,6387.6,6285.1
65,0,1,0,0,0,2,67.551,198.56,173.45,7707,6357.4,7318.6
85,1,0,0,0,0,2,79.272,67.491,68.414,7586.1,7705.9,7701.9
20,0,0,1,0,0,2,66.067,110.97,114.33,7738.8,7260.7,7202.9
65,1,0,0,0,0,2,181.48,65.519,68.594,7127.9,7670.5,7728.2
15,0,0,1,0,0,1,723.04,918.25,928.79,36363,35786,35771
75,0,1,0,0,0,1,723.43,1015.9,907.22,36365,34830,35439
40,1,0,0,0,0,3,510.21,699.44,706.3,4866.5,6155.9,6229.2
75,0,0,1,0,0,1,727.81,790.77,797.64,36342,36040,35989
45,0,1,0,0,0,1,723.35,1344.4,1343,36366,33613,33136
30,0,1,0,0,0,2,67.552,356.7,329.07,7707,4712.7,7027
10,0,0,0,1,0,3,83.508,83.508,83.508,785.75,785.74,785.74
20,1,0,0,0,0,2,113.4,66.823,66.802,7213.6,7708.5,7738.2
90,0,1,0,0,0,3,701.03,712.21,655.71,6149.4,6291.5,5855.5
85,0,1,0,0,0,2,67.549,81.198,79.287,7707,7561,7602.6
60,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
10,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
25,0,0,0,1,0,3,51.245,51.245,51.245,1050.3,1050.3,1050.3
40,0,1,0,0,0,2,67.55,305.42,272.5,7707.4,5312.8,7372
70,0,1,0,0,0,1,723.33,939.89,940.54,36367,35365,35182
20,0,1,0,0,0,1,723.36,2156.1,2252.4,36365,31480,28345
70,0,0,1,0,0,1,727.67,802.86,812.95,36342,35986,35925
60,0,0,0,1,0,3,671.02,671.02,671.02,6011.1,6011.1,6011.1
45,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
35,0,1,0,0,0,2,67.552,328.15,298.06,7707.3,5037.9,7197.9
90,0,0,0,1,0,3,684.94,684.94,684.94,6081.8,6081.8,6081.8
65,0,1,0,0,0,3,701.03,714.16,644.63,6149.4,6319,5782.4
60,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
80,0,1,0,0,0,1,723.34,801.43,811.84,36366,36006,35879
85,0,0,1,0,0,3,694.77,627.8,581.9,6148.7,5757.1,5439.3
30,0,1,0,0,0,2,67.552,92.625,104.09,7707,7469.7,7330.8
50,0,0,1,0,0,2,67.112,103.92,108.14,7720.6,7331.3,7261.7
30,1,0,0,0,0,3,216.51,691.94,711.53,2286.3,6029.9,6342.7
90,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
50,1,0,0,0,0,3,612.75,700.1,704.09,5599.2,6162.2,6189.6
30,0,0,0,1,0,3,341.77,341.77,341.77,3762.6,3762.6,3762.6
55,0,1,0,0,0,3,701.03,598.91,269.14,6149.4,5690.4,2963.2
50,0,1,0,0,0,3,701.03,710.62,638.58,6149.4,6297.4,5736.8
45,0,0,1,0,0,1,725.22,799.96,807.36,36354,36051,36019
65,0,0,1,0,0,2,67.274,170.94,184.49,7703.9,6732.8,6708.3
50,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,0,0,0,1,0,2,123.51,123.51,123.51,7118.5,7118.3,7118.4
30,0,0,0,1,0,1,968.87,968.87,968.87,35479,35479,35478
55,0,0,1,0,0,3,699.12,322.59,114.63,6191.6,3616.6,1926.1
20,1,0,0,0,0,3,516.34,700.43,706.04,4878.1,6156.8,6224.2
65,1,0,0,0,0,3,626.68,698.41,704.35,5702.5,6149.7,6189.9
15,0,1,0,0,0,2,67.553,132.18,151.5,7706.9,7203.1,6839.5
15,0,1,0,0,0,1,723.37,1144.2,1469,36364,36390,32802
65,0,0,1,0,0,2,66.705,218.62,212.71,7693.8,6629.2,7194.9
35,0,1,0,0,0,1,723.42,1575.7,1602.1,36365,32835,31793
40,0,1,0,0,0,3,701.03,324.18,377.23,6149.4,3632.1,2778.3
15,0,1,0,0,0,2,67.553,309.96,318.03,7706.9,5627.1,5513
75,0,0,1,0,0,1,730.88,925.87,941.58,36322,35319,35187
10,0,1,0,0,0,1,723.37,737.28,923.61,36364,36668,35470
20,0,0,0,1,0,2,111.97,111.97,111.97,7248.6,7248.6,7248.6
80,0,1,0,0,0,2,67.55,143.81,126.77,7707,6911.6,7382.9
15,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
20,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
50,1,0,0,0,0,2,212.04,67.565,66.007,6599.9,7639.5,7775.4
40,0,0,1,0,0,3,703.45,626.29,603.89,6201.7,5707.2,5560.7
70,0,0,0,1,0,2,219.52,219.52,219.52,6891.1,6891.1,6891.1
90,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
70,0,0,0,1,0,1,766.95,766.94,766.94,36158,36157,36159
20,0,0,0,1,0,1,1384,1384,1384,34084,34083,34085
55,0,0,0,1,0,2,156.64,156.64,156.64,6783.7,6783.6,6783.7
75,0,0,1,0,0,2,68.296,98.109,100.03,7704.1,7398.7,7362.5
20,1,0,0,0,0,2,401.01,72.53,57.279,5176.3,7507.7,7942.3
90,0,1,0,0,0,1,723.37,744.07,743.66,36365,36264,36250
35,0,1,0,0,0,3,701.03,671.7,469.14,6149.4,6142.9,4519.2
60,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
50,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
